advert_id,manufacturer_id,model_id,Year,Engine size (litres),Mileage (miles),fuel_type_id,transmission_type_id,Colour,body_type_id,Mpg,wheel_drive_type_id,Doors,Seats,Engine power (bhp),Top speed (mph),Acceleration (0-62 mph) (seconds),CO2 rating (g/km),Tank range (miles),price,status
29903439,1,11,2018,1.995,32000,2,2,Black,3,49.6,3,5,5,148,128,9.2,132,556,19500,
29903469,10,80,2022,1.199,16214,1,2,Orange,2,54.3,2,5,5,74,108,12.4,118,478,14275,
29903476,8,58,2020,1.95,24975,2,3,White,6,44.8,3,5,5,194,134,7.9,140,493,32975,
29903482,31,142,2016,2.191,97415,2,2,Blue,6,61.4,2,5,5,148,126,9.2,119,756,7995,
29903502,24,59,2019,1.461,33949,2,2,White,2,55.38,2,5,5,115,117,11.7,114,670,15995,
29903532,15,26,2019,1.598,45500,2,2,FUSION WHITE,3,47.1,2,5,5,134,112,10.8,129,642,15450,
29903533,15,26,2017,1.685,58700,2,2,INFRA RED,3,61.4,2,5,5,114,109,11.1,119,837,13950,
29903535,20,67,2015,1.242,68695,1,2,White,2,60.1,2,3,4,69,99,12.9,111,463,6995,
29903553,25,134,2014,1.56,104528,2,2,Blue,2,74.3,2,5,5,113,118,11.3,97,981,3995,
29903557,2,177,2021,0.999,14100,1,2,Blue,2,51.4,2,5,5,109,118,10.3,124,452,19250,
29903586,28,183,2013,2.993,80100,2,3,Grey,1,43.5,1,4,5,271,155,6.0,159,785,14495,
29903589,4,19,2011,3.0,78000,2,3,Black,8,32.1,3,5,5,255,124,8.5,230,594,11950,
29903590,4,184,2009,2.2,58000,2,3,Black,8,33.2,3,5,5,158,112,10.5,224,497,7950,
29903726,9,70,2019,1.3,33775,1,2,Grey,3,40.4,2,5,5,138,120,10.5,130,489,15965,
29903900,5,71,2019,2.0,24219,1,1,Silver,3,37.2,2,5,5,148,124,9.2,134,475,23415,
29904152,8,8,2023,2.0,4588,2,1,White,2,44.1,2,5,5,114,126,9.5,141,417,31490,inactive on: 10/09/2023
29904154,8,8,2023,2.0,3565,2,1,Grey,2,55.4,2,5,5,114,126,9.5,134,524,30990,
29904207,8,8,2023,2.0,1000,2,1,Red,2,56.5,2,5,5,148,137,8.1,130,534,31480,
29904261,24,62,2020,1.0,23656,1,2,Black,2,49.6,2,5,5,100,116,11.8,99,458,11499,inactive on: 10/09/2023
29904328,20,67,2020,1.0,10898,1,2,Black,2,53.3,2,3,4,70,104,13.8,119,410,10800,inactive on: 04/09/2023
29904345,3,24,2019,2.0,16633,1,1,Black,3,40.9,3,5,5,190,130,8.2,161,486,26895,inactive on: 04/09/2023
29904369,24,96,2021,1.3,3574,1,1,Other,3,47.1,2,5,5,138,122,9.2,136,518,22242,
29904438,35,185,2019,2.0,34320,1,1,Red,3,40.4,3,5,5,197,134,7.2,183,569,24949,inactive on: 18/09/2023
29904459,11,170,2022,3.0,4897,1,1,Grey,1,30.1,3,4,5,335,155,5.6,214,543,48990,inactive on: 04/09/2023
29904461,11,186,2022,2.0,10199,2,1,Silver,2,47.1,3,5,5,201,155,7.0,156,653,37490,
29904465,14,18,2019,1.3,16858,1,3,White,2,47.9,2,5,5,101,113,12.2,109,421,15690,
29904509,10,80,2019,1.4,15284,1,2,Grey,2,43.5,2,5,5,89,109,13.2,128,431,10090,inactive on: 18/09/2023
29904510,36,187,2019,1.9,35843,2,3,Black,4,36.2,3,4,5,162,112,13.0,205,605,31200,inactive on: 10/09/2023
29904514,9,70,2020,1.3,15194,1,1,White,3,40.9,2,5,5,158,123,9.9,122,495,18990,inactive on: 18/09/2023
29904526,2,82,2023,1.5,4468,1,2,Grey,3,42.2,2,5,5,148,123,9.3,152,464,26484,
29904616,22,159,2021,1.2,28855,1,1,Orange,3,48.7,2,5,5,130,122,9.1,136,471,21271,
29904640,37,95,2021,2.0,13554,1,1,Black,2,37.2,2,5,5,296,155,5.7,172,409,31890,inactive on: 10/09/2023
29904731,5,156,2015,2.0,47032,2,1,Blue,5,53.3,2,3,4,181,142,7.5,125,645,14699,inactive on: 04/09/2023
29904735,31,99,2019,2.0,10701,1,2,Blue,2,55.4,2,5,5,118,121,8.9,119,622,16296,inactive on: 10/09/2023
29904812,26,61,2020,1.5,29724,3,1,Black,3,156.9,3,5,5,123,135,6.8,41,1242,24900,inactive on: 10/09/2023
29904826,9,9,2020,1.0,15780,1,2,Black,3,47.9,2,5,5,115,112,10.0,135,485,15990,inactive on: 04/09/2023
29904846,21,48,2020,1.5,32960,1,2,White,3,46.3,2,5,5,148,132,8.0,139,509,18990,
29904950,2,95,2020,1.5,22727,1,2,Blue,2,50.4,2,5,5,128,130,9.4,126,554,16311,inactive on: 10/09/2023
29904992,2,2,2019,1.0,15675,1,2,Silver,2,51.4,2,5,5,113,121,9.3,108,452,15963,
29905015,31,188,2020,2.0,27966,1,2,Grey,3,45.6,2,5,5,120,116,10.6,116,512,18495,
29905025,24,62,2019,0.9,21000,1,2,Red,2,47.1,2,5,5,89,110,12.1,113,466,10500,inactive on: 04/09/2023
29905040,5,90,2019,1.0,23388,1,2,Black,2,55.4,2,3,4,59,101,14.4,95,427,8248,
29905124,24,62,2019,0.9,19771,1,2,Red,2,46.3,2,5,5,74,110,12.3,114,458,11387,inactive on: 04/09/2023
29905170,8,28,2019,1.6,28950,1,2,Black,3,48.7,2,5,5,154,134,8.4,151,536,19490,inactive on: 04/09/2023
29905179,17,56,2020,2.0,23227,2,2,Blue,3,55.4,2,5,5,148,121,9.6,135,756,19999,inactive on: 04/09/2023
29905298,7,189,2013,2.393,60466,1,2,WHITE,6,31.4,3,5,5,167,115,11.7,204,456,9000,
29905301,7,190,2006,1.586,63689,1,2,GREEN,2,41.5,2,5,5,107,112,10.8,165,456,4000,
29905334,32,181,2015,1.461,21499,2,2,Black,2,64.2,2,5,5,107,106,11.8,115,706,9495,
29905338,20,67,2013,1.242,17434,1,2,White,2,58.9,2,3,4,69,99,12.9,113,453,4490,
29905348,1,124,2017,2.0,50360,2,3,Grey,2,58.9,3,5,5,190,143,7.4,126,739,18995,inactive on: 10/09/2023
29905390,1,1,2019,1.995,71735,2,3,White,1,52.3,1,4,5,188,149,6.8,113,679,21990,
29905397,1,1,2016,2.0,99985,2,3,White,1,68.9,1,4,5,116,127,10.6,109,864,12990,inactive on: 10/09/2023
29905414,9,70,2017,1.197,20500,1,2,BLUE,2,50.4,2,5,5,113,115,10.2,129,610,14900,
29905418,26,61,2013,1.598,45007,1,2,BLACK,2,47.1,2,5,5,122,118,10.5,140,487,7999,inactive on: 10/09/2023
29905420,8,8,2021,1.332,32524,1,3,BLACK,2,44.1,2,5,5,161,140,8.0,146,417,24999,
29905423,24,59,2019,1.333,30000,1,2,Grey,2,42.16,2,5,5,140,126,10.4,134,510,14494,
29905467,20,67,2020,1.242,16225,1,2,WHITE,2,51.4,2,3,4,69,99,12.9,130,396,11395,
29905474,20,67,2022,0.999,1255,1,2,GREY,2,56.5,2,3,4,70,104,13.8,105,435,13295,inactive on: 10/09/2023
29905515,15,25,2018,1.248,4568,1,3,Silver,2,52.3,2,5,5,84,100,13.2,124,403,12495,
29905519,31,191,2019,1.496,44245,1,2,Blue,2,49.6,2,5,5,89,117,9.7,111,480,10880,
29905531,8,28,2019,2.143,82524,2,3,Black,2,56.5,3,5,5,134,124,9.1,155,696,17680,
29905532,5,113,2019,1.968,26293,2,2,Grey,9,43.5,2,5,7,148,121,10.9,135,670,20000,
29905565,22,81,2019,1.2,41554,1,2,Grey,3,40.4,2,5,5,130,117,9.5,115,471,18995,
29905586,10,88,2019,1.364,34000,1,2,White,2,39.2,2,5,5,138,122,9.6,147,457,12700,
29905609,11,45,2019,1.984,26100,1,3,Grey,5,40.9,2,2,4,194,155,6.6,138,450,23995,
29905794,10,14,2020,1.199,18478,1,2,RED,2,54.3,2,5,5,128,134,9.9,99,549,13950,
29906134,22,81,2022,1.5,10714,2,1,Grey,3,57.7,2,5,5,130,117,11.5,135,673,28990,
29906291,8,8,2021,2.0,33563,2,1,White,2,56.5,2,5,5,148,137,8.1,131,534,21986,inactive on: 10/09/2023
29906353,14,89,2022,2.0,11993,3,3,Blue,3,39.8,4,5,5,143,112,9.0,161,499,31123,
29906357,6,36,2019,1.0,41195,1,2,White,2,60.1,2,5,5,66,97,14.7,117,529,8750,
29906390,11,192,2022,4.0,3924,1,1,Grey,2,22.1,3,5,5,592,174,3.6,291,355,96835,
29906396,4,66,2020,2.0,15817,3,3,Black,3,85.6,3,5,5,296,137,6.4,78,1695,62495,
29906399,4,4,2021,3.0,17330,2,3,Orange,3,34.0,3,5,7,296,130,6.5,224,666,55455,inactive on: 10/09/2023
29906401,4,49,2021,2.0,15916,2,3,Black,3,43.5,3,5,5,201,120,7.9,174,622,43495,
29906418,31,142,2021,2.0,21589,1,2,White,3,41.5,2,5,5,163,125,10.5,154,511,21350,
29906486,24,96,2021,1.3,10820,1,2,Grey,3,47.9,2,5,5,138,122,10.3,132,527,19329,inactive on: 10/09/2023
29906518,15,26,2017,2.0,92730,2,2,Red,3,54.3,3,5,5,134,114,10.1,139,741,11989,inactive on: 04/09/2023
29906528,4,19,2019,2.0,40123,3,1,Grey,3,85.6,3,5,5,296,137,6.3,71,1695,48799,inactive on: 10/09/2023
29906571,5,71,2018,2.0,22783,2,1,Blue,3,45.6,2,5,5,148,125,9.3,131,582,23500,inactive on: 04/09/2023
29906605,25,193,2021,1.5,30626,2,2,Grey,3,61.4,2,5,5,129,117,10.4,130,716,17995,
29906856,8,8,2020,1.332,46460,1,3,Red,2,28.5,2,5,5,134,134,8.8,139,270,20500,inactive on: 04/09/2023
29906881,15,194,2018,0.998,41110,1,2,Grey,3,47.1,2,5,5,118,114,9.9,130,518,11500,
29907095,10,127,2021,1.2,11168,1,3,Grey,3,46.3,2,5,5,128,124,9.2,135,448,24495,inactive on: 13/09/2023
29907099,25,168,2020,1.2,24733,1,2,Black,3,51.4,2,5,5,109,122,9.3,131,565,13495,inactive on: 18/09/2023
29907105,10,12,2021,1.2,10700,1,1,White,3,45.6,2,5,5,128,123,9.9,139,451,17995,
29907291,24,59,2019,1.332,48000,1,2,Blue,2,42.16,2,5,5,160,130,9.9,136,510,13995,inactive on: 04/09/2023
29907294,17,56,2013,1.997,64000,2,3,Silver,2,45.6,3,5,5,161,122,10.4,162,602,9500,
29907317,4,49,2014,2.179,83204,2,3,Black,6,47.1,3,5,5,190,121,8.5,159,591,15999,inactive on: 04/09/2023
29907318,11,45,2010,1.968,77000,2,2,Silver,5,53.3,3,2,4,168,140,7.5,139,703,5999,
29907319,9,150,2013,1.995,50442,2,2,Beige,6,44.1,3,5,5,171,124,10.0,168,631,11499,
29907324,10,65,2015,1.956,87000,2,2,Black,2,76.3,2,5,5,138,127,10.5,98,1175,5995,inactive on: 13/09/2023
29907325,10,80,2015,1.398,102000,1,2,Red,2,55.4,2,3,5,89,109,13.2,119,548,4695,inactive on: 10/09/2023
29907330,11,114,2020,1.984,34000,1,3,Quantum Grey,1,34.9,3,4,5,296,155,4.7,158,422,30990,
29907337,23,75,2018,2.995,50965,1,3,Jet Black,6,31.4,3,5,5,340,152,6.2,205,622,42995,
29907358,6,126,2016,1.591,39500,1,2,Black,2,38.7,2,3,5,183,136,8.0,169,451,11995,
29907380,23,57,2016,2.967,45565,2,3,Rhodium Silver - Metallic,6,46.3,3,5,5,255,142,6.3,159,611,29995,
29907517,3,195,2021,2.0,16358,3,1,Silver,3,100.9,3,5,7,299,112,5.5,70,1554,51990,
29907529,15,194,2018,1.0,11000,1,2,Grey,3,56.5,2,5,5,118,115,9.9,115,559,13750,
29907540,8,8,2021,2.0,14138,1,1,Blue,1,36.7,3,4,5,302,155,4.8,177,412,31420,
29907546,28,92,2021,2.0,9579,2,3,Black,3,45.6,3,5,5,201,130,7.6,169,602,42920,
29907584,21,121,2021,1.0,13091,1,2,Blue,2,54.3,2,5,5,108,129,10.5,117,537,17950,inactive on: 04/09/2023
29907589,21,143,2022,1.5,8490,1,2,Silver,3,43.5,2,5,5,148,129,8.4,148,488,27950,
29907612,11,45,2022,2.0,9474,1,1,Black,5,40.9,2,2,4,194,153,6.6,155,450,32450,inactive on: 10/09/2023
29907620,11,23,2020,2.0,18451,2,1,Blue,3,45.6,2,5,5,148,128,9.2,165,602,34400,inactive on: 10/09/2023
29907680,16,27,2021,1.5,8410,3,3,White,2,65.7,2,5,5,91,109,9.7,98,520,22834,
29907715,4,19,2019,3.0,16148,2,1,Blue,3,32.1,3,5,5,302,130,6.8,195,607,49495,
29907765,17,31,2016,1.25,40400,1,2,Black,2,54.3,2,5,5,81,104,13.3,122,502,8995,
29907965,14,18,2007,1.246,66000,1,2,Black,2,51.4,2,5,5,75,106,13.7,129,475,2490,
29907972,38,196,2005,3.199,21000,1,3,Blue,7,28.0,1,2,2,215,155,6.5,243,370,7950,inactive on: 04/09/2023
29907994,15,197,2013,1.591,42066,1,2,Red,3,44.1,2,5,5,138,112,10.0,149,466,6285,inactive on: 18/09/2023
29907995,13,107,2011,0.799,59000,2,3,Silver,5,85.6,1,2,2,54,84,16.8,87,621,4600,
29908009,14,54,2011,1.339,90147,1,2,RED,2,47.9,2,3,5,98,110,13.0,135,527,4299,
29908010,20,198,2012,1.242,66159,1,2,RED,2,54.3,2,5,4,69,102,14.2,120,442,3799,
29908051,24,62,2013,0.899,61275,1,2,SILVER,2,62.8,2,5,5,90,115,11.8,105,622,4990,
29908059,5,71,2019,1.498,12938,1,3,Special Solid - Pure,6,37.7,2,5,5,148,123,9.5,138,481,23990,
29908070,8,38,2018,2.1,72800,2,3,Silver,8,61.4,1,4,5,168,146,7.5,117,675,17495,
29908095,5,71,2017,1.968,85800,2,2,Black,3,58.9,2,5,5,148,127,9.3,125,751,15650,
29908097,16,141,2012,2.231,25000,2,3,White,6,39.2,3,5,5,150,115,10.8,189,517,13495,
29908099,5,90,2013,0.999,79615,1,2,Black,2,60.1,2,3,4,74,106,13.2,108,463,5695,
29908100,6,174,2018,1.248,19510,1,2,White,2,46.3,2,5,5,74,99,13.6,130,509,9495,
29908109,20,67,2015,1.242,17000,1,2,RED,2,58.9,2,3,4,69,99,12.9,113,453,7495,
29908138,1,22,2016,1.496,72000,2,2,White,2,83.1,1,5,5,116,121,10.4,89,951,9995,
29908151,15,26,2012,1.685,129715,2,2,Brown,6,54.3,2,5,5,113,107,11.9,135,693,5750,
29908156,5,5,2012,1.598,79946,2,2,White,6,64.2,2,2,4,103,117,12.1,117,777,5975,
29908161,20,176,2017,1.368,50059,1,2,Black,8,47.1,2,5,5,140,118,9.8,139,497,9995,
29908168,11,171,2017,3.993,64200,1,3,Black,6,29.4,3,5,5,597,155,3.7,223,485,44995,
29908169,9,169,2008,1.598,105000,1,3,Grey,9,40.4,2,5,5,109,108,11.7,159,409,3100,
29908183,16,27,2019,1.496,18000,1,2,Blue,2,47.9,2,5,5,109,109,11.0,116,443,12995,
29908185,1,22,2010,1.995,80489,1,3,Blue,2,42.8,1,5,5,122,126,10.8,154,499,4995,inactive on: 10/09/2023
29908195,9,70,2017,1.461,60000,2,2,Red,3,74.3,2,5,5,108,113,11.5,99,899,13850,
29908200,6,199,2014,1.685,132513,2,2,White,6,50.4,2,5,5,114,108,12.4,147,643,3995,
29908213,15,26,2018,1.598,70542,2,2,White,6,46.3,2,5,5,134,112,10.8,130,631,14495,
29908230,11,37,2019,1.598,79000,2,2,Grey,1,53.3,2,4,5,114,131,10.4,115,586,15900,
29908235,31,99,2021,1.998,5870,1,2,Silver,2,53.3,2,5,5,183,134,8.1,121,598,23995,
29908243,26,72,2011,1.598,99114,1,2,Blue,6,51.4,2,5,5,122,125,9.8,129,452,5790,
29908269,8,28,2015,2.143,53000,2,3,Jupiter Red,6,55.4,3,5,5,168,134,8.3,130,682,15495,
29908293,24,200,2015,1.461,58218,2,2,Black,2,78.5,2,5,5,110,118,12.1,93,1036,7495,inactive on: 10/09/2023
29908294,8,38,2019,1.95,40500,2,3,Silver,6,56.5,3,5,5,191,142,7.4,144,820,25495,
29908306,4,49,2019,1.999,42400,2,3,White,3,41.5,3,5,5,180,128,8.8,145,493,32700,inactive on: 10/09/2023
29908309,17,201,2018,0.999,34000,1,2,BLUE,9,47.9,2,5,7,99,107,13.7,133,632,12995,inactive on: 10/09/2023
29908316,5,71,2021,1.498,24580,1,3,Black,6,38.7,2,5,5,148,126,9.2,165,494,30995,
29908317,3,3,2017,1.969,99999,2,2,Passion Red,6,62.8,2,5,5,190,130,7.6,117,967,13495,
29908318,6,202,2019,1.598,25538,2,3,Black,6,53.3,2,5,5,134,121,11.7,122,821,17495,
29908319,5,146,2020,1.968,61695,2,3,Pyrite Silver,2,53.3,2,5,5,148,137,9.1,110,774,22495,
29908351,16,35,2019,0.998,4800,1,2,Red,2,57.7,2,5,4,71,99,13.8,93,444,9195,inactive on: 04/09/2023
29908383,17,31,2018,1.084,37326,1,2,Black,2,64.2,2,3,5,84,105,14.0,101,593,9500,
29908413,21,111,2010,1.198,73003,1,2,Blue,2,49.6,2,5,5,70,102,15.0,128,491,3695,
29908426,31,142,2018,2.191,45000,2,2,RED,6,56.5,2,5,5,148,127,9.4,132,696,16795,
29908446,2,95,2014,1.6,111828,2,2,White,2,74.3,2,5,5,104,119,10.7,99,817,7750,
29908448,4,66,2016,2.993,78555,2,3,Black,6,40.9,3,5,5,258,130,7.4,182,801,34995,
29908458,15,162,2014,1.248,73000,1,2,Red,2,56.5,2,5,5,84,106,12.6,114,534,5500,
29908493,16,103,2001,1.598,130000,1,2,Silver,2,40.4,2,5,5,109,121,9.8,171,444,795,inactive on: 18/09/2023
29908549,11,37,2018,1.598,105000,2,3,Grey,2,70.6,2,5,5,114,125,10.4,107,776,16295,
29908553,8,38,2015,2.143,79746,2,3,Black Metallic,1,64.2,1,4,5,201,153,6.6,110,932,12945,
29908626,7,86,2019,0.998,21780,1,3,Silver,3,40.4,2,5,5,109,111,12.5,129,418,14985,
29908632,10,131,2018,1.56,89000,2,3,Grey,3,65.7,2,5,5,120,115,12.2,112,766,11995,
29908641,1,1,2017,2.993,92000,2,3,Blue,1,53.3,3,4,5,258,155,5.3,139,668,14795,
29908675,11,84,2015,1.395,62400,1,2,Silver,2,57.6,2,3,4,123,127,8.8,115,570,8895,inactive on: 18/09/2023
29908692,6,203,2020,0.998,6817,1,2,Grey,3,44.1,2,5,5,118,112,12.0,126,485,16995,
29908697,22,159,2017,1.2,97177,1,2,Black,3,57.6,2,5,5,82,105,13.5,114,507,6990,
29908717,31,191,2014,1.349,57901,1,2,Red,2,56.5,2,5,5,85,106,13.6,115,532,6485,
29908721,27,204,2014,6.592,39800,1,3,White,1,20.2,1,4,5,563,155,4.7,327,369,99995,
29908729,11,155,2017,1.968,77000,2,3,BLACK,6,58.9,3,5,5,148,131,8.1,125,713,16700,
29908748,5,157,2012,1.598,79920,2,2,Blue,1,65.7,2,4,5,103,121,12.2,114,1012,6950,
29908749,16,205,2015,1.998,104563,2,2,White,1,62.8,2,4,5,126,124,9.7,119,829,7750,
29908753,5,151,2014,1.598,110451,2,2,Black,1,67.3,2,4,5,103,118,11.7,109,1007,6950,
29908772,4,66,2013,4.367,72000,2,3,Grey,6,32.5,3,5,5,334,135,6.5,229,751,26000,
29908779,11,13,2016,1.968,60000,2,3,Black,5,62.8,3,2,4,187,146,7.2,121,801,20000,
29908783,4,19,2009,2.993,99000,2,3,Grey,6,30.6,3,5,5,242,120,8.8,243,565,10000,
29908791,4,19,2007,2.72,128000,2,3,Black,6,28.3,3,5,5,187,120,11.9,265,523,4000,
29908794,11,74,2005,1.984,109900,1,2,Grey,6,31.0,3,5,5,197,144,7.5,216,430,6000,
29908796,28,183,2013,2.993,79000,2,3,Black,1,43.5,1,4,5,271,155,6.0,159,785,15000,inactive on: 04/09/2023
29908797,11,74,2013,1.968,149900,2,2,Black,6,62.8,2,5,5,161,134,8.7,120,870,6000,
29908798,1,1,2008,1.995,96000,2,3,Black,1,52.3,1,4,5,177,142,8.0,144,702,4000,
29908799,4,66,2007,3.628,122000,2,3,Black,6,25.0,3,5,5,272,124,8.6,299,575,6000,
29908801,12,206,2004,5.998,57000,1,3,Silver,5,16.5,3,2,4,552,198,4.7,410,327,19000,
29908802,4,19,2009,2.993,84000,2,3,Black,6,30.6,3,5,5,242,120,8.8,243,565,12000,
29908806,4,66,2011,4.367,100000,2,3,Grey,6,30.1,3,5,5,308,130,7.5,253,642,13000,
29908807,8,55,2012,1.796,78000,2,2,Grey,9,61.4,2,5,5,109,118,10.9,121,675,7000,
29908808,8,39,2010,2.987,109200,2,3,Black,6,32.5,3,5,5,221,137,7.6,240,679,8000,
29908858,2,2,2021,0.999,20342,1,2,Red,2,51.4,2,5,5,108,121,10.2,123,452,14600,
29908873,24,62,2014,0.899,88000,1,2,Grey,2,65.7,2,5,5,90,115,11.8,99,650,4995,inactive on: 10/09/2023
29908884,25,207,2009,1.587,94000,1,2,Silver,9,34.5,2,5,5,89,90,15.3,195,455,6995,
29908906,19,79,2020,1.498,13000,1,2,White,2,47.1,2,5,5,105,108,10.4,152,497,10995,
29908912,5,5,2015,1.598,59000,2,2,Black,2,74.3,2,3,5,104,119,10.7,99,817,9995,
29908956,5,208,2011,1.39,55000,1,2,Black,7,41.5,2,2,4,158,134,8.8,157,502,7995,
29908982,3,24,2020,1.477,23026,1,3,Red,6,35.8,2,5,5,163,112,9.1,149,425,29495,
29908986,8,8,2019,1.461,17476,2,3,Grey,2,65.7,2,5,5,114,126,10.5,111,694,20495,
29908988,1,124,2016,2.993,60700,2,3,White,5,50.4,3,2,4,313,155,4.7,147,632,19990,
29908991,8,179,2016,2.143,54907,2,3,WHITE,6,47.9,3,5,5,204,130,8.6,156,980,26985,inactive on: 13/09/2023
29909014,6,36,2018,1.248,21221,1,3,Black,2,47.9,2,5,5,86,103,13.8,141,421,11995,
29909020,8,167,2019,1.595,93000,1,2,BLACK,1,44.1,2,4,5,154,143,8.2,147,485,15990,
29909024,15,26,2018,1.598,49247,2,2,Blue Flame,3,46.3,2,5,5,134,112,10.8,130,631,17495,
29909039,5,5,2021,1.984,27379,1,3,White,2,38.2,2,5,5,296,155,5.6,167,420,30975,
29909067,24,62,2012,1.149,71000,1,2,Silver,2,48.7,2,3,5,75,104,13.4,135,589,3250,
29909102,17,63,2012,1.56,81204,2,2,Silver,9,61.4,2,5,5,113,114,11.3,119,743,5995,
29909108,11,128,2018,1.968,75000,2,3,Grey,3,38.2,3,5,5,187,135,7.9,148,546,22995,
29909173,6,126,2018,1.0,46896,1,2,Grey,2,56.5,2,5,5,118,118,11.1,115,621,10990,
29909174,7,7,2019,1.2,21555,1,2,Red,2,51.4,2,5,5,89,111,11.9,108,418,11190,
29909186,20,198,2018,1.2,70157,1,2,Yellow,2,44.1,2,5,5,69,96,14.8,131,340,7290,
29909187,22,53,2020,1.0,24206,1,2,Red,2,58.9,2,5,4,71,99,13.8,111,453,9480,
29909193,16,35,2020,1.0,34055,1,2,White,2,57.7,2,5,4,71,99,13.8,93,444,8995,inactive on: 18/09/2023
29909194,5,71,2017,1.4,43664,1,2,Black,3,46.3,2,5,5,123,118,10.5,139,591,14995,inactive on: 10/09/2023
29909235,10,80,2022,1.2,18650,1,2,Grey,2,54.3,2,5,5,74,108,12.4,118,478,14495,inactive on: 10/09/2023
29909456,22,175,2019,1.2,25289,1,1,Red,2,48.7,2,5,5,130,127,9.8,123,568,12990,inactive on: 10/09/2023
29909464,8,38,2019,2.0,52906,2,1,Black,1,64.2,1,4,5,191,149,6.9,117,85,20990,
29909541,5,5,2021,2.0,8850,1,1,Blue,2,36.2,3,5,5,316,155,4.7,178,398,38500,inactive on: 04/09/2023
29909592,24,110,2008,1.149,67000,1,2,Blue,2,49.6,2,3,4,75,106,12.0,135,436,2350,
29909633,10,80,2009,1.248,90000,2,2,BLUE,2,62.8,2,5,5,74,101,13.6,119,622,2499,
29909671,6,36,2017,0.998,23464,1,2,White,2,60.1,2,5,5,66,97,14.7,108,529,8395,inactive on: 10/09/2023
29909677,5,46,2018,1.0,35444,1,2,White,2,49.6,2,5,5,113,124,9.5,107,436,14895,inactive on: 04/09/2023
29909681,1,22,2017,1.499,43620,1,2,SILVER,2,53.3,1,5,5,136,130,8.5,123,610,12999,
29909686,4,49,2013,2.179,68000,2,3,GREY,6,43.5,3,5,5,190,121,8.5,174,545,15495,
29909693,8,8,2020,1.991,35000,1,3,BLACK,2,35.3,3,5,5,302,155,4.7,188,396,34490,
29909723,31,209,2012,1.798,88500,1,2,BLACK,7,39.8,1,2,2,124,121,9.9,167,438,6485,inactive on: 10/09/2023
29909745,31,191,2012,1.349,45000,1,2,WHITE,2,56.5,2,5,5,85,107,12.9,115,532,6000,
29909755,6,210,2019,2.497,31069,2,3,Silver,9,28.0,1,5,8,168,112,14.4,244,462,24999,inactive on: 04/09/2023
29909760,3,3,2015,2.4,105000,2,3,RED,8,49.6,3,5,5,190,124,9.2,149,764,14490,
29909764,17,56,2017,1.499,34550,2,3,GREY,2,58.9,2,5,5,118,106,12.4,124,777,14850,
29909802,17,40,2016,1.499,74200,2,2,SILVER,2,74.3,2,5,5,94,112,12.0,99,866,7002,
29909825,20,67,2018,1.242,28196,1,2,GREY,2,55.4,2,3,4,69,99,12.9,116,427,8750,inactive on: 04/09/2023
29909828,1,1,2013,2.0,100000,2,2,Grey,1,68.9,1,4,5,163,143,8.0,109,864,6999,
29909839,24,200,2015,1.461,34302,2,2,GREY,2,78.5,2,5,5,110,118,12.1,93,1036,8495,
29909872,28,137,2016,1.999,70000,2,3,WHITE,1,65.7,1,4,5,178,136,7.7,114,954,13995,
29909878,2,95,2020,1.498,33931,1,2,White,2,44.8,2,5,5,128,126,9.4,115,493,17495,
29909886,22,175,2020,1.2,16032,1,2,Blue,2,49.6,2,5,5,130,127,9.1,124,578,14950,
29909914,1,163,2002,2.979,75892,1,3,Blue,1,26.4,1,4,5,231,152,7.6,257,407,6990,
29909919,2,177,2018,0.999,29790,1,2,Silver,2,49.6,2,5,5,113,182,9.8,114,436,14699,inactive on: 04/09/2023
29909942,9,70,2020,1.332,49981,1,2,Black,2,41.5,2,5,5,138,120,10.5,121,502,14499,inactive on: 04/09/2023
29909944,11,155,2019,1.598,37992,2,2,Blue,6,49.6,2,5,5,114,122,10.3,122,546,17449,
29910001,14,18,2016,1.318,27716,1,2,WHITE,2,55.4,2,5,5,101,118,11.5,120,487,11000,
29910002,16,141,2004,1.998,123400,1,3,BLACK,6,30.4,3,5,5,147,109,10.8,224,381,3995,
29910012,8,21,2019,2.0,40431,1,3,Black,6,39.8,1,5,5,181,144,8.1,172,438,25999,
29910013,8,38,2017,1.991,55401,1,3,SILVER,1,48.7,1,4,5,181,147,7.2,137,439,18785,
29910045,23,211,2004,3.6,112500,1,2,BLACK,7,24.8,3,2,4,315,179,5.3,277,349,22999,
29910050,31,142,2019,2.191,31738,2,3,RED,6,39.8,3,5,5,181,129,9.6,145,508,22494,
29910055,10,14,2016,1.399,72000,1,2,WHITE,2,51.4,2,5,5,148,134,7.8,128,543,8490,
29910056,11,37,2011,1.798,72000,1,3,WHITE,2,42.8,2,5,4,158,138,7.7,149,518,8990,
29910096,29,212,2000,1.998,49650,1,2,BLUE,2,37.7,2,5,5,148,118,10.2,161,522,13595,
29910098,10,213,2000,1.199,25200,1,3,ORANGE,2,44.1,2,5,5,128,123,9.5,113,437,14595,
29910100,11,13,2019,1.984,56211,1,3,GREY,5,39.8,2,2,4,187,150,7.3,136,473,26394,
29910106,1,214,2011,2.0,92000,2,3,Silver,3,50.4,3,5,5,184,130,8.5,147,743,8795,
29910116,6,215,2012,1.396,89000,1,2,Ice Blue Metallic,9,50.4,2,5,5,89,104,12.9,130,532,4450,
