advert_id,manufacturer_id,model_id,Year,Engine size (litres),Mileage (miles),fuel_type_id,transmission_type_id,Colour,body_type_id,Mpg,wheel_drive_type_id,Doors,Seats,Engine power (bhp),Top speed (mph),Acceleration (0-62 mph) (seconds),CO2 rating (g/km),Tank range (miles),price,status
29947680,11,13,2014,1.968,99000,2,3,GREY,7,56.5,2,2,4,175,137,8.3,132,783,9990,inactive on: 10/09/2023
29947705,31,142,2013,2.191,67000,2,2,BLUE,6,54.3,3,5,5,173,129,8.8,136,693,7995,
29947711,10,43,2013,1.229,75000,1,2,RED,2,53.3,2,3,4,69,102,14.9,124,446,4495,
29947715,20,67,2019,1.242,18605,1,2,GREY,2,47.9,2,3,4,69,99,12.9,116,369,13194,
29947717,20,67,2019,1.242,7291,1,2,BLUE,2,47.9,2,3,4,69,99,12.9,116,369,13794,
29947721,20,67,2020,1.242,26190,1,2,GREY,2,51.4,2,3,4,69,101,12.9,108,396,10295,
29947722,11,84,2018,1.395,43356,1,3,GREY,2,56.5,2,3,4,123,127,8.8,113,559,14295,
29947726,20,67,2020,1.242,28153,1,2,GREY,2,51.4,2,3,4,69,101,12.9,108,396,10295,
29947753,45,336,2019,2.987,26348,2,3,BLACK,8,28.5,3,5,5,271,142,6.9,249,502,47994,
29947756,4,4,2016,2.993,96200,2,3,GREY,6,36.7,3,5,7,255,112,8.8,203,662,22999,inactive on: 18/09/2023
29947767,26,61,2015,1.598,38300,1,3,SILVER,2,39.2,2,5,5,122,114,11.6,159,405,13499,
29947779,22,159,2016,1.2,60000,1,2,WHITE,2,60.1,2,5,5,110,119,9.9,103,661,9990,inactive on: 13/09/2023
29947781,11,37,2015,1.968,94000,2,2,RED,2,68.9,2,5,5,148,135,8.6,106,758,10490,
29947785,8,21,2014,2.987,86000,2,3,SILVER,1,47.1,1,4,5,247,155,6.6,154,829,11990,
29947787,15,26,2013,1.995,48000,2,3,WHITE,6,39.2,3,5,5,181,121,9.4,189,500,11990,
29947798,1,164,2015,1.496,64000,2,2,BLACK,2,74.3,2,5,5,116,121,10.6,99,834,9490,inactive on: 10/09/2023
29947834,10,80,2019,1.4,10132,1,2,White,2,43.5,2,3,5,89,109,13.2,130,431,11995,inactive on: 10/09/2023
29947846,1,337,1999,3.2,119000,1,2,BLACK,7,25.4,1,2,2,321,155,5.3,0,285,14995,
29947850,4,19,2019,2.993,50000,2,3,BLUE,6,32.1,3,5,5,302,130,6.8,198,607,47988,
29947868,15,26,2018,1.598,63000,2,3,RED,6,45.6,2,5,5,134,112,11.4,128,622,20388,
29947880,8,8,2019,1.461,60000,2,3,SILVER,2,68.9,2,5,5,114,126,10.5,101,652,20388,
29947885,4,66,2019,4.367,50000,2,3,GREY,6,26.7,3,5,5,334,135,7.0,243,505,69588,
29947896,22,81,2018,1.5,85000,2,2,WHITE,2,67.3,2,5,5,130,119,10.8,106,785,18588,
29947897,1,163,2018,1.995,85000,2,3,BLACK,6,65.7,1,5,5,188,139,7.8,114,954,19788,
29947906,22,81,2017,1.56,65000,2,2,GREY,2,70.6,2,5,5,120,117,11.2,104,823,16788,
29947911,8,58,2016,2.143,78000,2,3,WHITE,6,56.5,3,5,5,201,138,7.6,129,621,21990,
29947914,33,130,2021,2.157,10000,2,3,WHITE,6,32.8,3,5,7,199,114,10.6,225,505,32990,inactive on: 13/09/2023
29947920,8,8,2019,1.991,55000,1,3,YELLOW,2,35.8,3,5,5,302,155,4.7,167,402,29988,
29947927,28,137,2018,1.999,79000,2,3,BLUE,6,52.3,1,5,5,161,132,8.8,143,633,19788,
29947928,9,264,2020,2.299,75000,2,2,BLACK,8,32.5,3,4,5,188,114,11.2,184,522,22788,
29948011,6,202,2014,1.685,81937,2,3,BLUE,1,47.1,2,4,5,134,122,11.6,159,725,7495,inactive on: 18/09/2023
29948013,8,338,2008,3.498,96275,1,3,BLACK,8,23.7,1,5,6,258,126,9.3,284,391,8995,inactive on: 18/09/2023
29948015,8,38,2012,2.143,121236,2,3,SILVER,6,54.3,1,5,5,175,136,8.3,138,705,6695,inactive on: 18/09/2023
29948017,17,201,2012,1.56,133137,2,2,BLACK,9,57.7,2,5,7,113,112,12.3,129,762,3795,inactive on: 18/09/2023
29948019,6,6,2007,1.975,73576,1,2,BLACK,8,35.3,2,5,5,139,112,10.4,190,450,2195,inactive on: 18/09/2023
29948060,4,66,2022,2.997,14200,2,3,GREEN,6,37.2,3,5,5,345,145,5.8,207,655,114995,inactive on: 10/09/2023
29948069,22,226,2014,0.998,53110,1,2,BLUE,2,65.7,2,5,4,68,100,14.2,99,506,3990,
29948075,17,40,2010,1.596,60395,1,2,SILVER,2,42.2,2,5,5,99,112,11.9,159,511,3990,
29948082,24,110,2017,0.898,39296,1,2,RED,2,65.7,1,5,4,90,103,10.8,99,506,6350,
29948083,23,258,2004,2.7,67644,1,2,GREY,7,29.1,1,2,2,228,160,6.4,233,410,9990,
29948084,32,227,2017,1.461,44368,2,2,WHITE,2,74.3,2,5,5,90,104,11.7,98,817,7450,
29948146,4,49,2015,1.999,43544,2,3,BLACK,6,55.4,3,5,5,180,121,8.5,134,768,16695,
29948162,5,71,2017,1.968,56000,2,3,BLACK,6,49.6,3,5,5,148,124,9.3,149,655,22000,
29948163,5,5,2019,1.598,57000,2,3,BLACK,2,54.3,2,5,5,113,123,10.5,104,597,16000,
29948166,1,22,2019,1.499,13000,1,2,BLACK,2,52.3,1,3,5,136,130,8.5,137,598,18000,
29948174,17,56,2016,1.997,92721,2,2,WHITE,2,54.3,3,5,5,148,119,9.9,135,717,9795,
29948178,17,56,2018,1.997,123124,2,2,WHITE,2,54.3,3,5,5,148,119,9.9,135,717,9295,
29948179,21,154,2013,1.968,49839,2,2,BLUE,2,47.1,3,5,5,140,118,9.9,157,622,9695,
29948257,12,16,2017,3.956,53000,2,3,BLUE,6,35.3,3,5,5,429,167,4.6,210,660,77990,
29948274,14,54,2014,1.597,88000,2,2,WHITE,2,78.5,2,5,5,118,129,10.5,94,863,7695,
29948286,1,214,2018,2.998,51940,1,3,BLACK,6,34.5,3,5,5,355,155,4.8,207,493,32995,inactive on: 18/09/2023
29948290,15,144,2017,0.998,22705,1,2,RED,6,54.3,2,5,5,118,116,11.0,120,633,13995,
29948291,5,71,2019,1.968,66401,2,2,GREY,6,47.9,2,5,5,148,127,9.3,126,611,16995,
29948297,15,326,2018,2.199,86437,2,3,GREY,6,43.5,3,5,7,197,127,9.1,170,679,19495,
29948300,5,5,2019,1.984,30728,1,3,WHITE,2,37.7,2,5,5,242,154,6.0,143,415,23995,
29948311,23,258,2013,2.706,87056,1,3,RED,7,36.7,1,2,2,265,162,5.7,180,517,29999,
29948337,11,45,2003,1.781,99800,1,2,BLUE,7,34.0,2,2,2,150,134,8.9,197,411,2500,
29948338,3,140,2019,1.969,60500,2,2,WHITE,2,58.9,2,5,5,120,118,9.9,122,803,12000,
29948349,27,204,2013,6.592,63500,1,3,BLACK,1,20.8,1,4,5,563,155,4.7,327,380,85000,
29948350,12,339,2008,6.761,47500,1,3,BLACK,1,14.5,1,4,5,500,179,5.2,465,306,35000,
29948357,4,66,2014,4.367,99800,2,3,BLACK,6,32.5,3,5,5,339,135,6.6,229,751,24000,
29948382,1,164,2021,1.499,24900,1,2,BLUE,5,45.6,2,4,5,134,134,9.2,135,502,31794,
29948421,25,76,2017,1.2,63000,1,2,GREY,2,65.7,2,3,4,80,106,11.0,99,506,6250,
29948424,22,53,2019,0.998,24000,1,2,WHITE,2,58.9,2,5,4,71,99,13.8,85,453,8250,inactive on: 18/09/2023
29948432,24,59,2020,1.332,54709,1,2,Blue,2,42.16,2,5,5,160,130,9.9,135,510,13650,
29948438,8,38,2018,2.0,40961,1,3,Black,5,44.1,1,2,4,254,155,6.0,147,640,21750,
29948468,11,37,2012,1.197,87572,1,2,BLUE,7,49.6,2,2,4,104,118,12.2,132,600,6990,
29948519,8,38,2018,2.143,28178,2,3,BLACK,7,58.9,1,2,4,168,144,8.2,126,531,23690,
29948520,8,38,2016,2.143,28790,2,3,GREY,5,65.7,1,2,4,201,153,6.7,116,723,22990,
29948574,4,19,2016,2.993,70287,2,3,BLUE,6,40.4,3,5,5,302,130,6.8,185,791,26995,
29948590,10,42,2017,0.999,65000,1,2,BLUE,2,61.4,2,5,5,74,106,13.1,104,432,6295,
29948599,1,124,2015,1.995,76491,2,3,WHITE,5,57.7,1,2,4,218,153,6.5,128,723,14000,
29948600,11,37,2017,1.598,104270,2,2,GREY,2,68.9,2,5,5,108,124,10.7,108,758,11190,
29948606,4,66,2012,4.367,100120,2,3,BLACK,6,30.1,3,5,5,308,130,7.5,253,642,13290,
29948616,4,66,2012,4.367,94536,2,3,GREY,6,30.1,3,5,5,308,130,7.5,253,642,16000,
29948693,11,91,2021,2.48,31000,1,3,GREY,6,28.3,3,5,5,395,155,4.5,227,374,52999,
29948713,5,46,2017,1.422,55710,2,2,WHITE,2,74.3,2,5,5,74,107,12.9,95,735,10499,
29948720,1,22,2019,1.496,42706,2,2,BROWN,2,78.5,1,5,5,116,124,10.5,111,898,16799,
29948724,8,324,2014,3.498,22000,1,3,BLACK,7,37.7,1,2,2,306,155,5.9,169,539,26995,
29948729,14,29,2019,1.498,16000,1,3,GREY,2,41.5,2,5,5,128,116,11.4,122,456,21395,
29948732,2,2,2019,0.999,52000,1,2,WHITE,2,47.9,2,5,5,79,105,14.7,112,421,11750,
29948733,9,70,2020,1.332,10000,1,3,BLACK,2,39.8,2,5,5,158,123,8.9,161,482,23895,
29948781,1,214,2018,2.998,51877,1,3,GREY,6,34.5,3,5,5,355,155,4.8,207,493,32495,
29948791,1,1,2017,1.995,71696,2,3,GREY,6,57.6,3,5,5,190,138,7.6,129,722,16995,
29948818,11,37,2018,1.598,93000,2,2,GREY,2,49.6,2,5,5,114,127,10.4,114,546,12300,
29948893,8,58,2019,1.991,63000,1,3,GREY,5,38.7,3,4,5,211,138,7.3,175,562,31990,
29948897,11,74,2019,1.984,18000,1,3,WHITE,1,39.2,2,4,5,148,140,8.9,135,466,21500,inactive on: 18/09/2023
29948900,8,38,2016,1.991,73000,1,2,RED,5,49.6,1,2,4,181,147,7.7,132,720,15750,
29948959,9,50,2017,0.999,24500,1,2,GREY,2,61.4,2,5,5,70,98,16.4,103,554,9790,
29948960,10,64,2016,1.364,53000,1,2,BROWN,9,47.9,2,5,5,118,117,11.3,139,569,6699,
29948961,17,56,2012,1.997,75000,2,2,WHITE,6,47.9,2,5,5,138,116,10.2,154,590,6499,
29948963,6,36,2008,1.086,101000,1,2,BLACK,2,56.5,2,5,5,65,94,15.6,119,435,2499,
29948965,24,200,2009,1.598,89000,1,2,BLUE,5,40.9,2,2,5,110,121,10.5,162,540,3299,
29948971,25,230,2010,1.397,87000,1,2,BLUE,2,48.7,2,3,5,95,114,10.6,134,514,4799,
29948975,3,313,2009,1.56,89900,2,2,GREY,2,57.7,2,2,4,108,118,11.3,129,660,3699,
29948982,3,3,2009,2.4,138900,2,3,BLUE,6,37.7,3,5,5,202,127,8.4,199,580,6199,
29948983,20,67,2009,1.242,55000,1,2,BLACK,2,55.4,2,3,4,69,99,12.9,119,427,4199,
29948987,21,121,2008,1.896,106646,2,2,GREY,2,53.3,2,5,5,105,119,11.8,130,645,2199,
29948992,17,40,2011,1.997,116789,2,2,GREY,2,56.5,2,5,5,138,129,8.9,129,659,3000,
29948996,16,35,2018,0.998,18385,1,2,WHITE,2,69.0,2,5,4,71,99,14.2,95,531,8300,
29949004,17,40,2012,1.56,102938,2,2,BROWN,2,67.3,2,5,5,113,120,10.9,109,785,4000,
29949012,22,104,2016,1.0,47626,1,2,WHITE,2,64.2,2,5,5,68,101,14.0,102,706,5900,
29949014,10,80,2018,1.398,43402,1,2,RED,2,55.4,2,3,5,74,101,15.5,118,548,7400,
29949015,21,121,2015,1.395,104094,1,2,WHITE,2,53.3,2,5,5,138,134,8.1,119,586,5800,
29949018,10,80,2015,1.398,56265,1,2,WHITE,2,54.3,2,5,5,89,109,13.2,122,537,4990,
29949025,16,35,2017,0.998,65244,1,2,BLACK,2,68.9,2,5,4,71,99,14.2,95,530,6700,
29949031,9,70,2012,1.598,124306,2,2,BEIGE,2,62.8,2,5,5,128,118,10.0,119,898,3600,
29949033,9,70,2014,1.461,68355,2,2,RED,2,74.3,2,5,5,108,113,11.9,99,899,8750,
29949036,1,77,2015,2.993,65375,2,3,BLACK,6,42.8,3,5,5,381,155,5.3,173,800,27490,
29949047,5,5,2013,1.968,143135,2,2,GREY,2,68.9,2,5,5,148,134,8.6,106,758,4700,
29949055,22,159,2015,1.2,64800,1,2,RED,2,60.1,2,5,5,110,119,9.9,108,661,7300,
29949057,24,62,2017,1.461,43898,2,2,BLACK,2,85.6,2,5,5,90,112,12.0,85,847,5990,
29949068,24,62,2007,1.598,77290,1,2,BLUE,2,42.8,2,5,5,111,118,10.2,160,518,2250,
29949077,10,14,2017,1.598,25062,2,3,GREY,2,62.8,2,5,5,134,124,9.1,119,663,11490,inactive on: 18/09/2023
29949088,4,32,2021,2.997,19566,2,3,BLUE,8,29.4,3,3,2,197,109,9.2,251,576,65999,
29949124,10,64,2012,1.364,88000,1,2,SILVER,9,47.9,2,5,5,118,117,11.5,139,738,3695,
29949133,14,54,2014,1.798,36351,1,2,RED,2,46.3,2,5,5,140,134,9.1,145,509,9895,
29949136,9,9,2014,1.461,66912,2,2,YELLOW,2,70.6,2,5,5,114,109,11.2,104,714,7495,
29949137,16,224,2014,1.598,80990,1,3,SILVER,2,48.7,2,5,5,132,118,11.1,134,536,8495,
29949142,20,67,2014,1.242,55840,1,2,RED,2,60.1,2,3,4,69,99,12.9,111,463,5995,
29949152,17,31,2016,0.998,90160,1,2,RED,2,65.7,2,3,5,123,122,9.4,99,607,5990,
29949157,11,84,2014,1.598,67298,2,2,BLACK,2,74.3,2,5,5,104,118,10.7,99,735,9900,
29949170,8,8,2015,1.461,57933,2,3,BLACK,2,68.9,2,5,5,109,118,11.6,101,758,12390,
29949180,8,8,2016,1.461,79534,2,3,BLUE,2,74.3,2,5,5,108,118,11.3,101,817,12500,
29949185,7,190,2008,1.586,98000,1,2,GREY,2,41.5,2,5,5,107,112,10.8,165,456,2595,
29949191,15,25,2007,1.086,68244,1,2,BLUE,2,54.3,2,5,5,64,96,15.1,124,418,1795,
29949200,7,7,2008,1.328,128000,1,2,SILVER,2,48.7,2,3,4,91,109,11.0,140,482,1995,
29949226,5,5,2014,1.968,62500,2,2,Blue,2,68.9,2,5,5,148,134,8.6,106,758,9900,
29949231,17,201,2011,1.997,60100,2,3,Silver,9,48.7,2,5,7,138,123,10.5,154,643,7500,
29949244,8,58,2020,1.95,43995,2,3,GREY,6,44.8,3,5,5,194,134,7.9,140,493,29399,
29949248,10,14,2016,1.399,46159,1,2,BLACK,2,51.4,2,5,5,148,134,7.8,128,543,9599,
29949251,11,155,2018,0.999,41450,1,2,BLACK,6,55.4,2,5,5,114,131,8.5,117,609,14999,
29949254,10,14,2018,1.598,46216,2,2,BLACK,2,83.1,2,5,5,108,124,10.2,91,877,9499,
29949258,4,49,2016,1.999,32552,1,3,BLACK,6,36.2,3,5,5,237,135,7.1,181,557,24199,
29949261,11,37,2016,1.197,51279,1,2,BLACK,2,56.5,2,3,5,108,123,9.9,117,621,10999,
29949265,11,45,2012,1.798,80509,1,2,BLACK,5,44.1,2,2,4,158,140,7.3,149,534,7399,inactive on: 18/09/2023
29949277,1,93,2018,1.995,30200,2,3,BLACK,6,60.1,3,5,5,188,136,7.8,123,674,19299,
29949364,5,5,2017,1.984,67000,1,3,BLUE,2,39.8,3,3,5,306,155,4.4,160,438,24895,
29949365,22,175,2016,1.2,58000,1,2,BLUE,2,58.9,2,5,5,130,125,10.3,110,687,8999,
29949423,1,232,2017,2.993,75000,2,3,WHITE,5,44.8,3,5,5,313,149,5.8,165,838,27944,
29949427,1,1,2019,1.995,22000,2,3,WHITE,1,48.7,3,4,5,190,144,6.9,120,632,29944,
29949440,5,5,2013,1.968,96300,2,2,RED,2,67.3,2,5,5,181,143,7.5,109,740,9985,
29949516,2,95,2011,1.968,115000,2,2,WHITE,2,55.4,2,5,5,168,133,8.2,134,670,5990,
29949527,11,37,2009,1.595,99000,2,2,WHITE,2,68.9,2,5,5,104,121,11.7,109,834,4990,
29949545,5,5,2017,1.968,79822,2,3,BLACK,2,67.3,2,5,5,148,132,8.3,120,740,10995,inactive on: 13/09/2023
29949583,1,1,2014,1.997,71191,1,3,BLUE,1,43.5,3,4,5,184,143,7.5,152,574,10990,
29949592,11,37,2016,1.395,58060,1,2,SILVER,2,58.9,2,3,5,148,136,8.1,111,648,12990,
29949606,10,14,2005,1.998,8000,1,2,RED,2,30.7,2,3,5,237,152,6.2,221,351,16995,
29949616,28,137,2012,2.179,75977,2,3,GOLD,1,52.3,1,4,5,188,140,8.5,149,748,7995,
29949621,11,84,2021,1.0,22000,1,2,Blue,2,47.9,2,5,5,94,118,11.0,130,421,20595,
29949650,11,155,2017,1.598,76000,2,2,BLUE,6,61.4,2,5,5,113,122,10.3,118,675,14950,
29949652,5,5,2014,1.395,44000,1,2,RED,2,53.3,2,5,5,120,126,9.3,123,586,10950,
29949655,5,5,2017,1.598,35000,2,3,RED,2,72.4,2,5,5,113,123,10.1,105,796,15950,
29949664,11,84,2015,1.395,86000,1,2,BLACK,2,55.4,2,5,5,123,127,8.9,119,548,9650,
29949665,8,217,2012,1.796,58000,1,3,BLACK,7,42.8,1,2,2,204,151,6.6,153,565,11950,
29949668,8,38,2012,6.208,50000,1,3,WHITE,5,23.5,1,2,4,457,155,4.5,280,341,23950,
29949669,11,74,2014,1.968,82000,2,3,BLUE,1,53.3,3,4,5,175,155,5.9,139,715,9950,
29949672,11,74,2017,1.968,85000,2,3,GREY,1,72.4,2,4,5,148,130,8.7,101,637,12950,inactive on: 18/09/2023
29949673,8,38,2013,2.143,99000,2,3,SILVER,5,53.3,1,2,4,201,149,7.1,139,692,7950,
29949676,1,124,2014,2.993,106000,2,3,WHITE,5,56.5,1,2,4,258,155,5.5,132,708,12450,
29949689,11,30,2016,1.968,67000,2,3,BLACK,1,56.5,3,4,5,187,143,7.7,133,907,16950,
29949694,11,37,2014,1.598,58000,2,2,RED,2,74.3,2,5,5,108,124,10.7,99,817,9250,
29949696,5,5,2015,1.395,33000,1,3,SILVER,2,56.5,2,5,5,120,126,9.3,116,621,13450,
29949718,8,38,2013,2.143,61000,2,3,BLACK,1,64.2,1,4,5,170,143,8.1,116,833,8450,
29949748,22,104,2018,1.2,9000,1,2,BLACK,2,62.8,2,3,5,82,109,12.2,104,691,8990,inactive on: 18/09/2023
29949774,28,137,2014,2.179,88000,2,3,BLACK,6,55.4,1,5,5,197,134,8.2,135,854,9990,
29949783,24,62,2016,0.898,60000,1,2,SILVER,2,61.4,2,5,5,90,113,12.2,104,608,6990,inactive on: 18/09/2023
29949801,28,137,2012,2.179,58000,2,3,GOLD,1,52.3,1,4,5,188,140,8.5,149,748,7990,inactive on: 18/09/2023
29949803,22,106,2011,1.56,91000,2,2,BLACK,6,65.7,2,5,5,92,113,13.3,113,723,2790,
29949810,10,80,2012,1.229,27583,1,2,GREEN,2,51.4,2,5,5,84,107,13.2,129,509,4950,inactive on: 18/09/2023
29949857,7,255,2013,0.996,31103,1,2,BLUE,2,65.7,2,5,4,67,96,13.5,99,506,5699,
29949860,5,5,2013,1.598,152000,2,2,BLACK,6,62.8,2,5,5,103,118,11.9,119,760,4999,
29949862,32,227,2014,0.898,63948,1,2,BLUE,2,52.3,2,5,5,90,104,11.1,124,575,6499,
29950290,28,180,2018,1.999,58166,2,2,Red,2,53.3,2,5,5,148,124,9.5,143,653,16049,
29951261,14,54,2020,1.0,9875,1,2,Silver,2,58.9,2,5,5,124,126,11.2,140,596,19000,
29951263,14,89,2022,2.0,15141,3,3,White,3,42.8,2,5,5,143,112,8.6,151,537,27249,
29951307,14,18,2019,1.318,48974,1,2,Blue,2,47.9,2,5,5,101,118,11.5,119,421,11999,
29951492,5,71,2021,1.395,20528,4,3,Grey,3,156.9,2,5,5,148,127,7.5,41,1553,33250,
29951645,6,340,2020,1.58,19820,5,3,Grey,2,62.8,2,5,5,104,115,10.8,105,622,19500,
29951753,15,26,2021,1.591,14465,1,3,Silver,3,33.2,3,5,5,174,125,8.8,193,453,27243,
29952523,4,66,2022,4.4,14521,1,3,Black,3,24.8,3,5,5,523,155,4.4,265,491,140218,
29952527,4,19,2022,3.0,2335,2,1,Grey,3,38.2,3,5,5,296,135,6.3,201,672,89990,
29952531,4,19,2020,3.0,31284,1,1,Silver,3,26.4,3,5,5,395,140,5.6,246,606,57782,
29952540,9,9,2022,1.0,12679,1,2,Silver,3,45.6,2,5,5,112,112,10.7,137,461,19600,
29952594,22,81,2018,1.6,46755,2,2,Grey,3,70.6,2,5,5,120,117,11.2,104,823,15995,
29952737,10,65,2016,2.792,51246,1,2,BLACK,2,26.6,3,5,5,321,168,5.6,244,410,14995,
29952738,5,157,2018,1.968,68420,2,3,BLUE,1,60.1,2,4,5,187,146,7.5,122,873,15995,
29952739,17,341,2014,1.997,139325,2,2,GREY,9,49.6,2,5,7,138,120,10.6,139,764,6995,
29952746,1,1,2016,2.993,89000,2,3,BLACK,1,56.5,1,4,5,258,155,5.6,131,708,14990,inactive on: 18/09/2023
29952759,9,70,2014,1.461,99500,2,2,WHITE,2,74.3,2,5,5,108,113,11.9,99,899,6795,
29952760,22,106,2010,1.36,79000,1,2,RED,2,44.8,2,5,5,75,106,15.7,145,493,2295,
29952763,5,10,2018,1.498,20036,1,3,White,2,39.8,2,5,5,148,127,8.4,127,438,20990,
29952792,4,138,2020,1.999,26043,2,3,Black,3,39.8,3,5,5,177,125,9.4,155,569,36485,
29952795,31,115,2016,2.191,85000,2,2,Blue,1,72.4,2,4,5,148,131,9.1,107,987,9295,
29952798,4,66,2021,2.997,18000,2,3,SILICON SILVER PREMIUM METALLIC,6,32.8,3,5,5,296,130,7.1,236,620,67990,
29952799,30,249,2008,2.457,87700,1,2,BLUE,1,27.4,3,4,5,266,143,5.2,244,362,12500,inactive on: 18/09/2023
29952808,11,186,2011,2.967,68500,2,3,GREY,2,47.1,3,5,4,242,155,6.5,158,673,10995,
29952813,22,159,2014,1.56,50327,2,3,Black,3,74.3,2,5,5,92,112,13.3,98,817,7990,
29952838,5,157,2009,1.968,72290,2,3,BLACK,6,46.3,2,5,5,138,126,10.1,159,713,5795,
29952850,14,54,2015,1.597,95540,2,2,BLACK,6,74.3,2,5,5,118,121,10.1,99,817,7495,
29952851,14,18,2012,1.198,42110,1,2,BROWN,2,53.3,2,5,5,89,110,12.5,123,492,5995,
29952856,22,81,2015,1.56,45970,2,2,GREY,2,58.9,2,5,5,115,112,13.6,125,777,7495,
29952939,15,326,2013,2.199,76559,2,3,SILVER,6,41.5,3,5,7,194,118,9.5,178,584,10990,
29952946,17,31,2015,0.998,57348,1,2,WHITE,2,65.7,2,5,5,99,112,11.2,99,607,6990,
29952952,10,80,2015,1.364,59841,1,2,SILVER,2,55.4,2,3,5,99,115,11.0,119,548,5990,
29952961,28,137,2012,2.179,112815,2,3,GREY,1,52.3,1,4,5,188,140,8.5,149,748,5990,
29952965,8,38,2012,2.143,87108,2,3,WHITE,1,57.7,1,4,5,134,134,9.1,131,749,6990,
29952967,1,1,2017,2.993,96860,2,3,BLACK,1,53.3,3,4,5,258,155,5.3,139,668,13990,
29952969,22,175,2012,1.997,85743,2,2,BLACK,7,49.6,2,2,4,163,129,9.7,149,655,4490,
29952979,10,14,2017,1.598,92305,2,2,RED,2,76.3,2,5,5,108,121,10.3,97,806,6990,
29952980,9,9,2012,1.461,84058,2,2,WHITE,2,57.6,2,5,5,108,109,11.2,129,583,4490,
29952981,8,38,2015,2.143,71638,2,3,SILVER,1,64.2,1,4,5,168,145,7.4,110,579,13490,
29952984,9,9,2011,1.461,86542,2,2,ORANGE,2,57.6,2,5,5,108,109,11.2,129,583,4790,
29952986,17,52,2013,1.242,65466,1,2,RED,2,57.7,2,3,4,69,99,13.4,115,444,3990,
29952987,33,274,2015,1.998,52657,2,2,WHITE,6,48.7,2,5,5,147,116,9.9,147,611,6490,
29952990,33,274,2014,1.998,79440,2,2,GREY,6,48.7,2,5,5,147,116,9.9,147,611,4990,
29952995,14,18,2014,1.339,32000,1,3,SILVER,2,51.4,2,5,5,98,109,12.8,128,475,9490,
29952997,25,275,2015,1.56,111954,2,2,BLACK,9,70.6,2,5,7,118,117,11.6,106,854,6990,
29952998,4,49,2017,1.999,107637,2,3,GREY,6,55.4,3,5,5,180,121,8.5,134,658,14990,
29953000,5,295,2014,2.967,124640,2,3,BLACK,6,39.2,3,5,5,242,135,7.8,189,733,13490,
29953001,1,109,2014,2.993,97079,2,3,BLUE,5,50.4,1,4,5,313,155,5.4,148,776,12490,
29953025,5,71,2019,1.968,41286,2,2,Indium Grey Metallic,3,47.9,2,5,5,148,127,9.3,126,611,19495,
29953048,3,3,2016,2.4,82000,2,3,BLACK,6,49.6,3,5,5,190,124,9.2,149,764,16450,
29953056,8,21,2013,2.143,54000,2,3,WHITE,7,57.7,1,2,4,175,143,8.7,126,838,12980,
29953057,28,137,2015,2.179,62000,2,3,BLUE,1,52.0,1,4,5,197,140,8.0,139,801,12450,
29953062,23,211,2009,3.8,30000,1,2,BLUE,7,26.4,3,2,4,385,185,4.7,251,389,46980,
29953079,4,66,2017,2.993,56000,2,3,SILVER,6,40.9,3,5,5,258,130,7.0,182,801,37990,
29953093,4,4,2019,2.993,33000,2,3,Loire Blue Metallic,6,36.7,3,5,7,302,130,7.0,202,686,43980,
29953094,17,63,2018,0.999,42000,1,2,Grey,9,48.7,2,5,5,123,116,11.4,131,589,11495,
29953263,11,128,2021,2.0,11251,1,1,White,3,33.6,3,5,5,261,149,6.4,199,517,37741,inactive on: 13/09/2023
29953268,21,111,2018,1.0,42521,1,2,Blue,2,60.1,2,5,5,108,121,9.3,107,595,10750,
29953275,11,74,2021,2.0,36612,1,1,Grey,1,40.9,2,4,5,148,140,8.9,156,486,26600,
29953329,14,89,2023,2.0,5500,3,3,Silver,3,39.2,4,5,5,143,112,9.2,163,491,39950,
29953333,5,5,2020,1.5,21954,1,2,White,2,50.4,2,5,5,128,130,9.1,115,554,18495,
29953372,32,181,2019,1.3,51000,1,2,Black,3,41.5,2,5,5,130,109,10.4,139,456,11995,inactive on: 18/09/2023
29953845,8,38,2014,2.143,95000,2,3,BLACK,5,53.3,1,2,4,201,149,7.1,139,692,9990,
29953847,11,23,2013,1.968,64000,2,2,WHITE,6,50.4,3,5,5,138,122,9.9,148,710,9990,inactive on: 10/09/2023
29953849,24,200,2016,1.461,62602,2,2,WHITE,2,78.5,2,5,5,110,118,12.1,93,1036,6490,
29953862,4,33,2018,1.999,64500,2,3,BLACK,6,52.3,3,5,5,178,125,8.4,142,690,30890,
29953866,22,51,2014,1.997,37556,2,2,WHITE,5,54.3,2,2,4,163,137,8.7,135,657,9430,
29953884,22,53,2016,0.998,35485,1,2,BLUE,2,68.9,2,5,4,68,99,13.0,95,530,6640,
29953908,25,230,2015,1.56,94000,2,2,Blue,2,78.5,2,3,5,118,118,10.4,94,829,5995,
29953909,3,108,2017,1.969,84347,2,2,GREY,6,72.4,2,5,5,120,121,10.8,104,1075,11160,
29953938,11,155,2018,1.395,31297,1,3,BLACK,6,54.3,2,5,5,148,131,8.5,119,597,21600,
29953972,1,1,2005,2.979,54244,1,3,BLUE,5,29.4,1,2,5,231,153,7.0,230,407,6995,
29953977,14,54,2013,2.199,92898,2,2,Red,2,67.3,2,5,5,148,135,8.5,110,740,4795,
29953991,34,149,2011,2.143,9100,2,2,Red,6,42.8,3,5,5,161,125,9.8,172,480,9495,
